contentid,contenttypeid,title,addr1,addr2,zipcode,tel,mapx,mapy,mlevel,firstimage,firstimage2,cpyrhtDivCd,createdtime,modifiedtime,areacode,sigungucode,lDongRegnCd,lDongSignguCd,cat1,cat2,cat3,lclsSystm1,lclsSystm2,lclsSystm3
128345,12,제주허브동산,제주특별자치도 서귀포시 표선면 돈오름로 170,,63628,,126.8155933234,33.3304565115,6,http://tong.visitkorea.or.kr/cms/resource/86/3551486_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/3551486_image3_1.jpg,Type1,20070913090000,20251128150411,39,3,50,130,A02,A0204,A02040800,EX,EX06,EX061000
128443,12,교래 삼다수마을,제주특별자치도 제주시 조천읍 교래3길 98,,63346,,126.6746449016,33.4315819724,6,http://tong.visitkorea.or.kr/cms/resource/18/3586318_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/3586318_image3_1.jpg,Type1,20050428090000,20251222175834,39,4,50,110,A02,A0203,A02030100,EX,EX03,EX030100
128444,12,낙천아홉굿마을,제주특별자치도 제주시 한경면 낙수로 97,,63004,,126.2264222730,33.3278474553,6,http://tong.visitkorea.or.kr/cms/resource/76/3553876_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/3553876_image3_1.jpg,Type1,20050428090000,20251023093534,39,4,50,110,A02,A0203,A02030100,EX,EX03,EX030100
128555,12,제주 산방산탄산온천,제주특별자치도 서귀포시 안덕면 사계북로41번길 192,,63528,,126.298837026576,33.2489330795627,6,https://tong.visitkorea.or.kr/cms/resource/24/3569424_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/24/3569424_image3_1.jpg,Type3,20050629090000,20260522160203,,,50,130,,,,EX,EX05,EX050100
128556,12,제주러브랜드,제주특별자치도 제주시 1100로 2894-72,(연동),63079,,126.488378718063,33.4520763477468,8,https://tong.visitkorea.or.kr/cms/resource/84/3556284_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/84/3556284_image3_1.jpg,Type1,20050630090000,20260123133549,,,50,110,,,,VE,VE02,VE020100
128640,12,알뜨르비행장 및 일본군 비행기 격납고,제주특별자치도 서귀포시 대정읍 상모리,,63513,,126.2785000000,33.2091000000,6,https://tong.visitkorea.or.kr/cms/resource/62/3024362_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/62/3024362_image3_1.jpg,Type3,20051108090000,20260730094938,,,50,130,,,,HS,HS01,HS011100
128641,12,제주목 관아,제주특별자치도 제주시 관덕로 25,,63166,,126.5220519585,33.5136724909,6,https://tong.visitkorea.or.kr/cms/resource/65/4074265_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/65/4074265_image3_1.jpg,Type1,20051109090000,20260629103431,,,50,110,,,,HS,HS01,HS010100
128665,12,워터월드 제주,제주특별자치도 서귀포시 월드컵로 33 (법환동),,63572,,126.50681699336153,33.24648032376472,6,https://tong.visitkorea.or.kr/cms/resource/50/3480450_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/50/3480450_image3_1.jpg,Type3,20051116090000,20260305164536,,,50,130,,,,VE,VE02,VE020100
128777,12,돌하르방미술관,제주특별자치도 제주시 조천읍 북촌서1길 70,,63339,,126.6896605755,33.5396035971,6,http://tong.visitkorea.or.kr/cms/resource/99/3077599_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/3077599_image3_1.jpg,Type3,20060203090000,20251027163630,39,4,50,110,A02,A0202,A02020700,VE,VE03,VE030100
128793,12,형제섬,제주특별자치도 서귀포시 안덕면 사계리,산44,"699-822,2",,126.3092288523,33.2080147675,6,http://tong.visitkorea.or.kr/cms/resource/89/3526989_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/3526989_image3_1.jpg,Type3,20060220090000,20250826150535,39,3,50,130,A01,A0101,A01011300,NA,NA02,NA020500
128794,12,표선해수욕장,제주특별자치도 서귀포시 표선면 민속해안로 592,,63629,,126.8424244429,33.3256630271,6,http://tong.visitkorea.or.kr/cms/resource/01/3034601_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/3034601_image3_1.jpg,Type3,20060220090000,20250409092420,39,3,50,130,A01,A0101,A01011200,NA,NA02,NA020900
128795,12,남원 큰엉해안,제주특별자치도 서귀포시 남원읍 태위로 522-17,,63620,,126.7037237502,33.2733776834,6,http://tong.visitkorea.or.kr/cms/resource/25/3550525_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/3550525_image3_1.jpg,Type1,20060221090000,20251023143000,39,3,50,130,A01,A0101,A01011100,NA,NA02,NA020800
128796,12,별방진,제주특별자치도 제주시 구좌읍 하도리 3354,(구좌읍),63359,,126.8843912035,33.5262082208,6,http://tong.visitkorea.or.kr/cms/resource/06/3100106_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/3100106_image3_1.jpg,Type1,20060221090000,20251023143000,39,4,50,110,A02,A0201,A02010200,HS,HS01,HS010200
128802,12,마라도가는여객선,제주특별자치도 서귀포시 대정읍 송악관광로 424,,63513,,126.2905198260,33.2073983777,6,https://tong.visitkorea.or.kr/cms/resource/82/3405582_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/82/3405582_image3_1.jpg,Type3,20060222090000,20260807101021,,,50,130,,,,EX,EX07,EX070100
128838,12,서귀포유람선,제주특별자치도 서귀포시 남성중로 40,(서홍동),63594,,126.5584621032,33.2391930320,9,http://tong.visitkorea.or.kr/cms/resource/39/3551839_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/3551839_image3_1.jpg,Type1,20060320090000,20251023143000,39,3,50,130,A02,A0202,A02020800,EX,EX07,EX070100
129071,12,오조마을,제주특별자치도 서귀포시 성산읍 오조로 85,(성산읍),63639,,126.9229030466,33.4701955919,6,http://tong.visitkorea.or.kr/cms/resource/40/3477340_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/3477340_image3_1.jpg,Type3,20060627090000,20250404113028,39,3,50,130,A02,A0203,A02030100,VE,VE04,VE040200
129072,12,신양마을,제주특별자치도 서귀포시 성산읍 신양로 13,,63641,,126.917515,33.438517,6,https://tong.visitkorea.or.kr/cms/resource/49/4068849_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/49/4068849_image3_1.jpg,Type1,20060627090000,20260528154123,,,50,130,,,,VE,VE04,VE040200
129073,12,구엄어촌체험마을,제주특별자치도 제주시 애월읍 애월해안로 713,,63049,,126.3772556628,33.4839964391,6,http://tong.visitkorea.or.kr/cms/resource/79/3384779_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/3384779_image3_1.jpg,Type3,20060627090000,20250324151729,39,4,50,110,A02,A0203,A02030100,EX,EX03,EX030400
129074,12,우도마을,제주특별자치도 제주시 우도면 우도비양길 119,,63365,,126.96480936059389,33.51192218763324,6,https://tong.visitkorea.or.kr/cms/resource/50/3411150_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/50/3411150_image3_1.jpg,Type3,20060627090000,20260305100854,,,50,110,,,,VE,VE04,VE040200
129076,12,보목마을,제주특별자치도 서귀포시 보목포로 46 (보목동),,63599,,126.6067615686,33.2392180254,6,https://tong.visitkorea.or.kr/cms/resource/82/4073982_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/82/4073982_image3_1.jpg,Type1,20060627090000,20260611162707,,,50,130,,,,VE,VE04,VE040200
129145,12,마라도 등대,"제주특별자치도 서귀포시 대정읍 마라로 (165, 마라도항로표지관리소)",,63515,,126.2692287758,33.1170102919,6,http://tong.visitkorea.or.kr/cms/resource/90/3400790_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/3400790_image3_1.jpg,Type3,20060713090000,20251224133705,39,3,50,130,A01,A0101,A01011600,VE,VE01,VE010800
129146,12,추자도 등대,제주특별자치도 제주시 추자면 영흥리,,63000,,126.2964103208,33.9554316656,6,http://tong.visitkorea.or.kr/cms/resource/97/3528997_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/3528997_image3_1.jpg,Type3,20060713090000,20250829091721,39,4,50,110,A01,A0101,A01011600,VE,VE01,VE010800
129147,12,우도 등대,제주특별자치도 제주시 우도면 우도봉길 105,(우도면) 부근,63365,,126.9665931996,33.4920855483,6,http://tong.visitkorea.or.kr/cms/resource/35/3554035_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/3554035_image3_1.jpg,Type1,20060714090000,20251023103628,39,4,50,110,A01,A0101,A01011600,VE,VE01,VE010800
129148,12,산지 등대,제주특별자치도 제주시 사라봉동길 108-1,(건입동),63284,,126.5456624039,33.5209144715,6,http://tong.visitkorea.or.kr/cms/resource/39/3384639_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/3384639_image3_1.jpg,Type3,20060714090000,20250324110535,39,4,50,110,A01,A0101,A01011600,VE,VE01,VE010800
129276,12,숨도,제주특별자치도 서귀포시 일주동로 8941,(호근동),63571,,126.536006645318,33.2502894592759,6,https://tong.visitkorea.or.kr/cms/resource/99/4007099_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/99/4007099_image3_1.jpg,Type3,20070907090000,20260126181516,,,50,130,,,,NA,NA04,NA040700
129326,12,서귀포 예래생태마을,제주특별자치도 서귀포시 예래로 82 (상예동),,63537,,126.39786991057,33.2542809792679,6,https://tong.visitkorea.or.kr/cms/resource/50/4039350_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/50/4039350_image3_1.jpg,Type3,20061106090000,20260311100340,,,50,130,,,,EX,EX03,EX030100
129327,12,서귀포 용왕난드르마을,제주특별자치도 서귀포시 안덕면 대평감산로 8,,63533,,126.3670621143,33.2354376484,6,http://tong.visitkorea.or.kr/cms/resource/62/3401762_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/3401762_image3_1.jpg,Type3,20061107090000,20251203111319,39,3,50,130,A02,A0203,A02030100,EX,EX03,EX030100
129381,12,서귀포 알토산마을,제주특별자치도 서귀포시 표선면 토산중앙로16번길 1,,63626,,126.7803857597,33.3085528077,6,http://tong.visitkorea.or.kr/cms/resource/70/3477470_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/3477470_image3_1.jpg,Type3,20061114090000,20250424113815,39,3,50,130,A02,A0203,A02030100,EX,EX03,EX030100
129384,12,제주성지,제주특별자치도 제주시 오현길 61,(이도일동),63192,,126.5255810579,33.5102931048,6,http://tong.visitkorea.or.kr/cms/resource/91/3556191_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/3556191_image3_1.jpg,Type1,20061114090000,20251024235500,39,4,50,110,A02,A0201,A02010200,HS,HS01,HS010200
129395,12,천지연 걸매생태공원,제주특별자치도 서귀포시 서홍로 4-42,,63594,,126.5551177065,33.2499640127,6,http://tong.visitkorea.or.kr/cms/resource/02/3391902_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/3391902_image3_1.jpg,Type3,20061120090000,20251224140127,39,3,50,130,A01,A0101,A01010500,NA,NA04,NA040500
129400,12,김녕해수욕장,제주특별자치도 제주시 구좌읍 구좌해안로 237,,63348,,126.7365512139,33.5572081368,6,https://tong.visitkorea.or.kr/cms/resource/91/3480191_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/91/3480191_image3_1.jpg,Type1,20061121090000,20260610083438,,,50,110,,,,NA,NA02,NA020900
129401,12,삼양해수욕장,제주특별자치도 제주시 삼양이동,,63314,,126.5852560795,33.5255284819,6,http://tong.visitkorea.or.kr/cms/resource/20/3039520_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/20/3039520_image3_1.jpeg,Type3,20061122090000,20250417094143,39,4,50,110,A01,A0101,A01011200,NA,NA02,NA020900
129402,12,방사탑(제주),제주특별자치도 제주시 조천읍 신흥로1길 25,,63332,,126.6505304610,33.5474965400,6,http://tong.visitkorea.or.kr/cms/resource/40/3384840_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/3384840_image3_1.jpg,Type3,20061122090000,20250324142006,39,4,50,110,A02,A0205,A02050200,HS,HS02,HS020100
129403,12,복신미륵,제주특별자치도 제주시 동한두기길 7-6 (용담일동),,63153,,126.5154401529,33.5155645816,6,http://tong.visitkorea.or.kr/cms/resource/42/3555142_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/3555142_image3_1.jpg,Type1,20061122090000,20251024092903,39,4,50,110,A02,A0201,A02010700,HS,HS02,HS020300
129405,12,소정방폭포,제주특별자치도 서귀포시 칠십리로214번길 17-17 (동홍동),,63599,,126.5769659202,33.2452065509,6,http://tong.visitkorea.or.kr/cms/resource/77/3384477_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/3384477_image3_1.jpg,Type3,20061204090000,20251224152459,39,3,50,130,A01,A0101,A01010800,NA,NA01,NA010300
129455,12,제주 삼양동 유적,제주특별자치도 제주시 선사로2길 13,,63318,,126.5877975763,33.5232982139,6,http://tong.visitkorea.or.kr/cms/resource/04/3555204_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/3555204_image3_1.jpg,Type1,20070307090000,20251024100137,39,4,50,110,A02,A0201,A02010700,HS,HS01,HS011200
129617,12,쇠소깍,제주특별자치도 서귀포시 쇠소깍로 104 (하효동),,63600,,126.6224173342,33.2542757170,6,http://tong.visitkorea.or.kr/cms/resource/99/3536099_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/3536099_image3_1.jpg,Type1,20070713090000,20250915113635,39,3,50,130,A01,A0101,A01010900,NA,NA01,NA010400
129619,12,협재동굴,제주특별자치도 제주시 한림읍 한림로 300,(한림읍),63011,,126.238139554648,33.3882575818729,6,https://tong.visitkorea.or.kr/cms/resource/97/3053797_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/97/3053797_image3_1.jpg,Type3,20070713090000,20260312154622,,,50,110,,,,NA,NA03,NA030100
129620,12,쌍용굴(한림공원),제주특별자치도 제주시 한림읍 한림로 300,,63011,,126.241825331312,33.3878715738572,6,https://tong.visitkorea.or.kr/cms/resource/47/3481247_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/47/3481247_image3_1.jpg,Type3,20070713090000,20260309093631,,,50,110,,,,NA,NA03,NA030100
129699,12,금오름,제주특별자치도 제주시 한림읍 금악리,산1-1,63021,,126.3059091921,33.3555289743,6,http://tong.visitkorea.or.kr/cms/resource/35/3352435_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/3352435_image3_1.jpg,Type1,20070903090000,20251023143000,39,4,50,110,A01,A0101,A01010400,NA,NA01,NA010100
129767,14,서귀포시립기당미술관,제주특별자치도 서귀포시 남성중로153번길 15,,63594,,126.5512403807,33.2447978549,6,http://tong.visitkorea.or.kr/cms/resource/41/3548141_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/3548141_image3_1.jpg,Type1,20060802090000,20251023143000,39,3,50,130,A02,A0206,A02060500,VE,VE07,VE070600
129894,14,제주특별자치도 민속자연사박물관,제주특별자치도 제주시 삼성로 40,,63270,,126.5313373721,33.5063901549,6,https://tong.visitkorea.or.kr/cms/resource/80/4084080_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/80/4084080_image3_1.jpg,Type3,20060619090000,20260708150143,,,50,110,,,,VE,VE07,VE070100
129895,14,제주 탑동해변공연장,제주특별자치도 제주시 중앙로 2,,63165,,126.5243032176,33.5179061303,6,http://tong.visitkorea.or.kr/cms/resource/44/3411244_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/3411244_image3_1.jpg,Type3,20071106103436,20251126095749,39,4,50,110,A02,A0206,A02060600,VE,VE06,VE060100
130036,14,제주문화원,제주특별자치도 제주시 중앙로 2,해변공연장 2층,63165,,126.524290543023,33.5178748150031,6,https://tong.visitkorea.or.kr/cms/resource/12/3385212_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/12/3385212_image3_1.jpg,Type3,20071106103927,20260330153037,,,50,110,,,,VE,VE09,VE090100
130088,14,제주교육박물관,제주특별자치도 제주시 오복4길 25,(이도이동),63224,,126.537912029652,33.4946138543236,6,https://tong.visitkorea.or.kr/cms/resource/05/3553205_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/05/3553205_image3_1.jpg,Type1,20071106104144,20260309093631,,,50,110,,,,VE,VE07,VE070100
130141,14,한국야구명예전당,제주특별자치도 서귀포시 중산간서로 97-1,(강정동),63558,,126.4984223827,33.2605730556,6,http://tong.visitkorea.or.kr/cms/resource/79/3077579_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/3077579_image3_1.jpg,Type3,20071106104403,20250520165059,39,3,50,130,A02,A0206,A02060300,VE,VE07,VE070300
130180,14,아프리카 박물관,제주특별자치도 서귀포시 이어도로 49,(대포동),63544,,126.4290955229,33.2398992429,6,http://tong.visitkorea.or.kr/cms/resource/15/3548215_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/3548215_image3_1.jpg,Type1,20071106104547,20251114142812,39,3,50,130,A02,A0206,A02060100,VE,VE07,VE070100
130193,14,서귀포문화원,제주특별자치도 서귀포시 동홍로 30 (동홍동),서귀포 시민문화체육복합센터 1F,63589,,126.5688303839,33.2509974498,6,http://tong.visitkorea.or.kr/cms/resource/24/3548124_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/3548124_image3_1.jpg,Type1,20071106104630,20251023143000,39,3,50,130,A02,A0206,A02060700,VE,VE09,VE090100
130308,14,제주항일기념관,제주특별자치도 제주시 조천읍 신북로 303,,63331,,126.6407703457,33.5410109898,6,http://tong.visitkorea.or.kr/cms/resource/29/3333429_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/29/3333429_image3_1.jpg,Type3,20071108071548,20250320132734,39,4,50,110,A02,A0206,A02060200,VE,VE07,VE070200
130317,14,테디베어뮤지엄 제주,제주특별자치도 서귀포시 중문관광로110번길 31,(색달동),63535,,126.412146,33.25002,6,https://tong.visitkorea.or.kr/cms/resource/67/3548667_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/67/3548667_image3_1.jpg,Type1,20071106105206,20260420092738,,,50,130,,,,VE,VE07,VE070100
130363,14,초콜릿 박물관,제주특별자치도 서귀포시 대정읍 일주서로3000번길 144,,63504,,126.230012687173,33.2569921707361,6,https://tong.visitkorea.or.kr/cms/resource/28/3548628_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/28/3548628_image3_1.jpg,Type1,20071106105421,20260123133549,,,50,130,,,,VE,VE07,VE070100
130461,14,국립제주박물관,제주특별자치도 제주시 일주동로 17 (건입동),,63284,,126.54886,33.513375,6,https://tong.visitkorea.or.kr/cms/resource/63/3562163_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/63/3562163_image3_1.jpg,Type1,20071106105902,20260331093553,,,50,110,,,,VE,VE07,VE070100
130474,14,제주민속촌,제주특별자치도 서귀포시 표선면 민속해안로 631-34,,63629,,126.8431022619,33.3213162956,6,http://tong.visitkorea.or.kr/cms/resource/43/3534943_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/43/3534943_image3_1.jpg,Type1,20071106105947,20251215094855,39,3,50,130,A02,A0206,A02060100,VE,VE07,VE070100
130494,14,이중섭 미술관,제주특별자치도 서귀포시 이중섭로 33 (서귀동),,63595,,126.56447048522864,33.245159269694526,6,https://tong.visitkorea.or.kr/cms/resource/93/3533493_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/93/3533493_image3_1.jpg,Type1,20040330090000,20260305173102,,,50,130,,,,VE,VE07,VE070200
